Picture,Number,Name(Zh),Name(En),Name(Es),Name(It),Department,Category,Custom Category,Brand,Custom Brand,UPC Code,Origin(UPC),Description,IPK Code,Origin(IPK),Case Code,Origin(Case),Craft(Zh),Craft(En),Craft(Es),Craft(It),Case Rate,Case Length(ft),Case Width(ft),Case Height(ft),Case Cube(ft³),Case Weight(lb),Layer Rate(Case),Pallet Rate(Case),IPK Rate,IPK Length(ft),IPK Width(ft),IPK Height(ft),IPK Cube(ft³),IPK Weight(lb),Layer Rate(IPK),Pallet Rate(IPK),Dozen Rate,Dozen Length(ft),Dozen Width(ft),Dozen Height(ft),Dozen Cube(ft³),Dozen Weight(lb),Layer Rate(Dozen),Pallet Rate(Dozen),Piece Length(ft),Piece Width(ft),Piece Height(ft),Piece Cube(ft³),Piece Weight(lb),Layer Rate(Piece),Pallet Rate(Piece),Future Sale Manage Rate
,,VTECH MONITOR,VTECH MONITOR,VTECH MONITOR,VTECH MONITOR,Baby & Toddler Toys,,,VTECH,VTECH,735078021854,735078021854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#81-913600,,VTECH KIDI ZOOM CAMERA PIX (BLUE),VTECH KIDI ZOOM CAMERA PIX (BLUE),VTECH KIDI ZOOM CAMERA PIX (BLUE),VTECH KIDI ZOOM CAMERA PIX (BLUE),Baby & Toddler Toys,,,VTECH,VTECH,3417761936009,3417761936009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VTech 2-in-1 Toddle & Talk Turtle,VTech 2-in-1 Toddle & Talk Turtle,VTech 2-in-1 Toddle & Talk Turtle,VTech 2-in-1 Toddle & Talk Turtle,Baby & Toddler Toys,,,VTECH,VTECH,3417765476006,3417765476006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPIN AROUND SOUND CARNIVAL,SPIN AROUND SOUND CARNIVAL,SPIN AROUND SOUND CARNIVAL,SPIN AROUND SOUND CARNIVAL,Baby & Toddler Toys,,,VTECH,VTECH,3417761628003,3417761628003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VTECH HELPING HEROES FIRE TRUCK,VTECH HELPING HEROES FIRE TRUCK,VTECH HELPING HEROES FIRE TRUCK,VTECH HELPING HEROES FIRE TRUCK,Baby & Toddler Toys,,,VTECH,VTECH,3417765298004,3417765298004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VTECH PEACOCK,VTECH PEACOCK,VTECH PEACOCK,VTECH PEACOCK,Baby & Toddler Toys,,,VTECH,VTECH,3417765258008,3417765258008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPIN & SING ALPHABET ZOO,SPIN & SING ALPHABET ZOO,SPIN & SING ALPHABET ZOO,SPIN & SING ALPHABET ZOO,Baby & Toddler Toys,,,VTECH,VTECH,3417766014009,3417766014009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#80-139300,,VTech Call & Chat Learning Phone,VTech Call & Chat Learning Phone,VTech Call & Chat Learning Phone,VTech Call & Chat Learning Phone,Baby & Toddler Toys,,,VTECH,VTECH,3417761393000,3417761393000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Go! Go! Ramp It Up Dump Truck,Go! Go! Ramp It Up Dump Truck,Go! Go! Ramp It Up Dump Truck,Go! Go! Ramp It Up Dump Truck,Baby & Toddler Toys,,,VTECH,VTECH,3417765351006,3417765351006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Kidizoom Smart Watch,Kidizoom Smart Watch,Kidizoom Smart Watch,Kidizoom Smart Watch,Baby & Toddler Toys,,,VTECH,VTECH,3417765490309,3417765490309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,snug a bug musical critter,snug a bug musical critter,snug a bug musical critter,snug a bug musical critter,Baby & Toddler Toys,,,VTECH,VTECH,3417765286001,3417765286001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#80-505600,,V-TECH ACTIVITY WALKER,V-TECH ACTIVITY WALKER,V-TECH ACTIVITY WALKER,V-TECH ACTIVITY WALKER,Baby & Toddler Toys,,,VTECH,VTECH,3417765056000,3417765056000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,,VTech Tiny Touch Tablet,VTech Tiny Touch Tablet,VTech Tiny Touch Tablet,VTech Tiny Touch Tablet,Baby & Toddler Toys,,,VTECH,VTECH,3417761382004,3417761382004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Vtech Stroll & Discover Activity Walker,Vtech Stroll & Discover Activity Walker,Vtech Stroll & Discover Activity Walker,Vtech Stroll & Discover Activity Walker,Baby & Toddler Toys,,,VTECH,VTECH,3417765056703,3417765056703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
