UPC Code,Picture,Number,Name(Zh),Name(En),Name(Es),Name(It),Category,Department,Custom Category,Brand,Custom Brand,UPC Code,Origin(UPC),Description,IPK Code,Origin(IPK),Case Code,Origin(Case),Craft(Zh),Craft(En),Craft(Es),Craft(It),Case Rate,Case Length(ft),Case Width(ft),Case Height(ft),Case Cube(ft³),Case Weight(lb),Layer Rate(Case),Pallet Rate(Case),IPK Rate,IPK Length(ft),IPK Width(ft),IPK Height(ft),IPK Cube(ft³),IPK Weight(lb),Layer Rate(IPK),Pallet Rate(IPK),Dozen Rate,Dozen Length(ft),Dozen Width(ft),Dozen Height(ft),Dozen Cube(ft³),Dozen Weight(lb),Layer Rate(Dozen),Pallet Rate(Dozen),Piece Length(ft),Piece Width(ft),Piece Height(ft),Piece Cube(ft³),Piece Weight(lb),Layer Rate(Piece),Pallet Rate(Piece),Future Sale Manage Rate
786138702046,,3217,BALL SPINNER,BALL SPINNER,BALL SPINNER,BALL SPINNER,Others,Baby & Toddler Toys,"Music, Sound & Sensory",PLAYKIDIZ ,PLAYKIDIZ ,786138702046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138106791,,PK-3004,POUND A BALL,POUND A BALL,POUND A BALL,POUND A BALL,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,086138106791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138800057,,PK-3014,SEA WORLD WATER MAT,SEA WORLD WATER MAT,SEA WORLD WATER MAT,SEA WORLD WATER MAT,Others,Baby & Toddler Toys,Activity & Ride-On Toys,PLAYKIDIZ ,PLAYKIDIZ ,086138800057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138705054,,3357,PLAYKIDIZ BOOSTER SEAT,PLAYKIDIZ BOOSTER SEAT,PLAYKIDIZ BOOSTER SEAT,PLAYKIDIZ BOOSTER SEAT,Others,Baby & Toddler Toys,Activity & Ride-On Toys,PLAYKIDIZ ,PLAYKIDIZ ,786138705054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138707249,,PK-3457,Baby & Toddler Toys Potty,Baby & Toddler Toys Potty,Baby & Toddler Toys Potty,Baby & Toddler Toys Potty,Others,Baby & Toddler Toys,Activity & Ride-On Toys,PLAYKIDIZ ,PLAYKIDIZ ,786138707249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138707720,,YW241604,Shape Matching Eggs,Shape Matching Eggs,Shape Matching Eggs,Shape Matching Eggs,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138707720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708208,,PK-3480,Phone & car keys set,Phone & car keys set,Phone & car keys set,Phone & car keys set,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138708208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708215,,PK-3481,Car Keys,Car Keys,Car Keys,Car Keys,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138708215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708390,,3482,Ball Drop,Ball Drop,Ball Drop,Ball Drop,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138708390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708406,,PK-3483,Baby & Toddler Toys SHAPE SORTER SCHOOL BUS,Baby & Toddler Toys SHAPE SORTER SCHOOL BUS,Baby & Toddler Toys SHAPE SORTER SCHOOL BUS,Baby & Toddler Toys SHAPE SORTER SCHOOL BUS,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138708406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708468,,3489,Rainbow stacking Trio set,Rainbow stacking Trio set,Rainbow stacking Trio set,Rainbow stacking Trio set,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138708468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708475,,PK-3490,Connect a Fruit And Vegetable,Connect a Fruit And Vegetable,Connect a Fruit And Vegetable,Connect a Fruit And Vegetable,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138708475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708505,,3493,10 in 1 Activity Toy,10 in 1 Activity Toy,10 in 1 Activity Toy,10 in 1 Activity Toy,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138708505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708512,,3494,Musical Shape Shorter,Musical Shape Shorter,Musical Shape Shorter,Musical Shape Shorter,Others,Baby & Toddler Toys,"Music, Sound & Sensory",PLAYKIDIZ ,PLAYKIDIZ ,786138708512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708529,,PK-3495,Sensory Rattle Ball,Sensory Rattle Ball,Sensory Rattle Ball,Sensory Rattle Ball,Others,Baby & Toddler Toys,"Music, Sound & Sensory",PLAYKIDIZ ,PLAYKIDIZ ,786138708529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708536,,3496,Squishy Rattle ball,Squishy Rattle ball,Squishy Rattle ball,Squishy Rattle ball,Others,Baby & Toddler Toys,"Music, Sound & Sensory",PLAYKIDIZ ,PLAYKIDIZ ,786138708536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708543,,3497,Pop Up Animals,Pop Up Animals,Pop Up Animals,Pop Up Animals,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138708543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708550,,3498,Pop Up Vehicles,Pop Up Vehicles,Pop Up Vehicles,Pop Up Vehicles,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138708550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708567,,PK-3499,Pound A Ball Shape sorter,Pound A Ball Shape sorter,Pound A Ball Shape sorter,Pound A Ball Shape sorter,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138708567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708574,,3500,Sensory Activity ball,Sensory Activity ball,Sensory Activity ball,Sensory Activity ball,Others,Baby & Toddler Toys,"Music, Sound & Sensory",PLAYKIDIZ ,PLAYKIDIZ ,786138708574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708581,,3501,Clip On Mobile with Music,Clip On Mobile with Music,Clip On Mobile with Music,Clip On Mobile with Music,Others,Baby & Toddler Toys,"Music, Sound & Sensory",PLAYKIDIZ ,PLAYKIDIZ ,786138708581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708598,,PK-3502,Stroller Arch,Stroller Arch,Stroller Arch,Stroller Arch,Others,Baby & Toddler Toys,Activity & Ride-On Toys,PLAYKIDIZ ,PLAYKIDIZ ,786138708598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708604,,3503,Ring Stacker,Ring Stacker,Ring Stacker,Ring Stacker,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138708604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708611,,3504,Pound A Drum,Pound A Drum,Pound A Drum,Pound A Drum,Others,Baby & Toddler Toys,"Music, Sound & Sensory",PLAYKIDIZ ,PLAYKIDIZ ,786138708611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708628,,3505,Grand Ball Drop,Grand Ball Drop,Grand Ball Drop,Grand Ball Drop,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138708628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708635,,3506,Twist Stacker,Twist Stacker,Twist Stacker,Twist Stacker,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138708635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708642,,PK-3507,Shape Caddy,Shape Caddy,Shape Caddy,Shape Caddy,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138708642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708659,,3508,Deluxe Shape Caddy,Deluxe Shape Caddy,Deluxe Shape Caddy,Deluxe Shape Caddy,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138708659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708932,,3515,Clip On Mobile,Clip On Mobile,Clip On Mobile,Clip On Mobile,Others,Baby & Toddler Toys,"Music, Sound & Sensory",PLAYKIDIZ ,PLAYKIDIZ ,786138708932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138802235,,3028,PLAYKIDZ STACKING CUPS,PLAYKIDZ STACKING CUPS,PLAYKIDZ STACKING CUPS,PLAYKIDZ STACKING CUPS,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,086138802235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138702022,,PK-3215,MUSICAL BEAR STACKER,MUSICAL BEAR STACKER,MUSICAL BEAR STACKER,MUSICAL BEAR STACKER,Others,Baby & Toddler Toys,"Music, Sound & Sensory",PLAYKIDIZ ,PLAYKIDIZ ,786138702022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138703852,,3335,SHAPE SORTING EGGS 12CT,SHAPE SORTING EGGS 12CT,SHAPE SORTING EGGS 12CT,SHAPE SORTING EGGS 12CT,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138703852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138702701,,PK-3288,ROLLER WORM Baby & Toddler Toys TOY,ROLLER WORM Baby & Toddler Toys TOY,ROLLER WORM Baby & Toddler Toys TOY,ROLLER WORM Baby & Toddler Toys TOY,Others,Baby & Toddler Toys,"Music, Sound & Sensory",PLAYKIDIZ ,PLAYKIDIZ ,786138702701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138800019,,3010,POUND 'N ROLL,POUND 'N ROLL,POUND 'N ROLL,POUND 'N ROLL,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,086138800019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138702039,,3216,MY FIRST STEERING WHEEL,MY FIRST STEERING WHEEL,MY FIRST STEERING WHEEL,MY FIRST STEERING WHEEL,Others,Baby & Toddler Toys,"Music, Sound & Sensory",PLAYKIDIZ ,PLAYKIDIZ ,786138702039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138703845,,PK-3334,SHAPE SORTING EGGS 6CT,SHAPE SORTING EGGS 6CT,SHAPE SORTING EGGS 6CT,SHAPE SORTING EGGS 6CT,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138703845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700899,,PK-3096,PEEK-A-BOO,PEEK-A-BOO,PEEK-A-BOO,PEEK-A-BOO,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138700899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138106838,,3008,ALPHA BLOCKS,ALPHA BLOCKS,ALPHA BLOCKS,ALPHA BLOCKS,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,086138106838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138701131,,1325,Pegture Jr.,Pegture Jr.,Pegture Jr.,Pegture Jr.,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138701131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138704651,,PK-3345,Playkidiz Shape Cube,Playkidiz Shape Cube,Playkidiz Shape Cube,Playkidiz Shape Cube,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138704651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138701094,,PK-3098,POUND A BALL REPLACMENT,POUND A BALL REPLACMENT,POUND A BALL REPLACMENT,POUND A BALL REPLACMENT,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138701094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138803898,,BLISTER 3224,SHAPE SORTING EGGS,SHAPE SORTING EGGS,SHAPE SORTING EGGS,SHAPE SORTING EGGS,$1.29 Prizes,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,086138803898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138702152,,PRIMARY COLORS 1332,PLAYBUILD 200 PIECE BRICK SET,PLAYBUILD 200 PIECE BRICK SET,PLAYBUILD 200 PIECE BRICK SET,PLAYBUILD 200 PIECE BRICK SET,Others,Building Sets & Blocks,"Bricks, Blocks & Building Sets",PLAYKIDIZ ,PLAYKIDIZ ,786138702152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138701209,,3276,CHANUKAH CUBE,CHANUKAH CUBE,CHANUKAH CUBE,CHANUKAH CUBE,Others,Channukah,Channukah Games,PLAYKIDIZ ,PLAYKIDIZ ,786138701209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138701193,,3275,STACKING TOP DREIDAL,STACKING TOP DREIDAL,STACKING TOP DREIDAL,STACKING TOP DREIDAL,Others,Channukah,Channukah Games,PLAYKIDIZ ,PLAYKIDIZ ,786138701193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138704668,,3346 dasiy maxi,My first Pegs,My first Pegs,My first Pegs,My first Pegs,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138704668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138701261,,3099,16 INCH TALKING DOLL,16 INCH TALKING DOLL,16 INCH TALKING DOLL,16 INCH TALKING DOLL,Others,Dolls,Dolls,PLAYKIDIZ ,PLAYKIDIZ ,786138701261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700325,,3068,DOLL BEDROOM,DOLL BEDROOM,DOLL BEDROOM,DOLL BEDROOM,Others,Dolls,Doll Playsets & Furniture,PLAYKIDIZ ,PLAYKIDIZ ,786138700325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138701322,,3204,TWINZY DOLLS,TWINZY DOLLS,TWINZY DOLLS,TWINZY DOLLS,Others,Dolls,Dolls,PLAYKIDIZ ,PLAYKIDIZ ,786138701322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700332,,3069,DOLL BUNKBED,DOLL BUNKBED,DOLL BUNKBED,DOLL BUNKBED,Others,Dolls,Doll Playsets & Furniture,PLAYKIDIZ ,PLAYKIDIZ ,786138700332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138704637,,PK-3343,Tubo Fluto,Tubo Fluto,Tubo Fluto,Tubo Fluto,Others,Baby & Toddler Toys,"Music, Sound & Sensory",PLAYKIDIZ ,PLAYKIDIZ ,786138704637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138701940,,Item 3124,LCD Writing Tablet (Black),LCD Writing Tablet (Black),LCD Writing Tablet (Black),LCD Writing Tablet (Black),Others,Baby & Toddler Toys,"Music, Sound & Sensory",PLAYKIDIZ ,PLAYKIDIZ ,786138701940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138701964,,Item 3126,LCD Writing Tablet (Red),LCD Writing Tablet (Red),LCD Writing Tablet (Red),LCD Writing Tablet (Red),Others,Baby & Toddler Toys,"Music, Sound & Sensory",PLAYKIDIZ ,PLAYKIDIZ ,786138701964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138701957,,Item 3025,LCD Writing Tablet (White),LCD Writing Tablet (White),LCD Writing Tablet (White),LCD Writing Tablet (White),Others,Baby & Toddler Toys,"Music, Sound & Sensory",PLAYKIDIZ ,PLAYKIDIZ ,786138701957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138701971,,Item 3127,LCD Writing Tablet (Blue),LCD Writing Tablet (Blue),LCD Writing Tablet (Blue),LCD Writing Tablet (Blue),Others,Baby & Toddler Toys,"Music, Sound & Sensory",PLAYKIDIZ ,PLAYKIDIZ ,786138701971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700745,,3074,ORGAN W LIGHT N MUSIC,ORGAN W LIGHT N MUSIC,ORGAN W LIGHT N MUSIC,ORGAN W LIGHT N MUSIC,Others,Baby & Toddler Toys,"Music, Sound & Sensory",PLAYKIDIZ ,PLAYKIDIZ ,786138700745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138701605,,3244,MINI KEYBOARD,MINI KEYBOARD,MINI KEYBOARD,MINI KEYBOARD,Others,Baby & Toddler Toys,"Music, Sound & Sensory",PLAYKIDIZ ,PLAYKIDIZ ,786138701605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
085761210639,,66124,VOICE SCRAMBLER,VOICE SCRAMBLER,VOICE SCRAMBLER,VOICE SCRAMBLER,Others,Baby & Toddler Toys,"Music, Sound & Sensory",PLAYKIDIZ ,PLAYKIDIZ ,085761210639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0786138706921,,PK-3438-3439,Playkidiz 8 Toy Figures & Playsets,Playkidiz 8 Toy Figures & Playsets,Playkidiz 8 Toy Figures & Playsets,Playkidiz 8 Toy Figures & Playsets,Others,Figures,Figure Playsets,PLAYKIDIZ ,PLAYKIDIZ ,0786138706921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700608,,3078,WILD ANIMALS SET,WILD ANIMALS SET,WILD ANIMALS SET,WILD ANIMALS SET,Others,Figures,Character Figures,PLAYKIDIZ ,PLAYKIDIZ ,786138700608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138706433,,PK-3438,PLAYMINIZ FAMILY TRIP SET,PLAYMINIZ FAMILY TRIP SET,PLAYMINIZ FAMILY TRIP SET,PLAYMINIZ FAMILY TRIP SET,Others,Figures,Figure Playsets,PLAYKIDIZ ,PLAYKIDIZ ,786138706433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138706440,,PK-3439,PLAYMINIZ 4 PCS FIGURES - BAKERY SET,PLAYMINIZ 4 PCS FIGURES - BAKERY SET,PLAYMINIZ 4 PCS FIGURES - BAKERY SET,PLAYMINIZ 4 PCS FIGURES - BAKERY SET,Others,Figures,Figure Playsets,PLAYKIDIZ ,PLAYKIDIZ ,786138706440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138706419,,PK-3436,PLAYMINIZ CONSTRUCTION SET,PLAYMINIZ CONSTRUCTION SET,PLAYMINIZ CONSTRUCTION SET,PLAYMINIZ CONSTRUCTION SET,Others,Figures,Figure Playsets,PLAYKIDIZ ,PLAYKIDIZ ,786138706419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138703937,,PK-3336,Precious Family Figures,Precious Family Figures,Precious Family Figures,Precious Family Figures,Others,Figures,Character Figures,PLAYKIDIZ ,PLAYKIDIZ ,786138703937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138706426,,PK-3437,PLAYMINIZ FARMERS SET,PLAYMINIZ FARMERS SET,PLAYMINIZ FARMERS SET,PLAYMINIZ FARMERS SET,Others,Figures,Figure Playsets,PLAYKIDIZ ,PLAYKIDIZ ,786138706426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138706402,,PK-3435,PLAYMINIZ SWAT & PRISON SET,PLAYMINIZ SWAT & PRISON SET,PLAYMINIZ SWAT & PRISON SET,PLAYMINIZ SWAT & PRISON SET,Fidgets,Figures,Action Figures,PLAYKIDIZ ,PLAYKIDIZ ,786138706402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138804345,,3242,IQ PUZZLE BLOCKS,IQ PUZZLE BLOCKS,IQ PUZZLE BLOCKS,IQ PUZZLE BLOCKS,Others,Games & Puzzles,Brain Teasers & Solo Play,PLAYKIDIZ ,PLAYKIDIZ ,086138804345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138803843,,3219,Magic Snake,Magic Snake,Magic Snake,Magic Snake,Others,Games & Puzzles,Brain Teasers & Solo Play,PLAYKIDIZ ,PLAYKIDIZ ,086138803843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700578,,3269,3D PUZZLE BALL,3D PUZZLE BALL,3D PUZZLE BALL,3D PUZZLE BALL,Others,Games & Puzzles,Puzzles & Accessories,PLAYKIDIZ ,PLAYKIDIZ ,786138700578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700295,,3266,BOWLING,BOWLING,BOWLING,BOWLING,Others,Games & Puzzles,Party & Group Games,PLAYKIDIZ ,PLAYKIDIZ ,786138700295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138803799,,3214,SPINNING DISCS,SPINNING DISCS,SPINNING DISCS,SPINNING DISCS,Others,Games & Puzzles,Electronic Games,PLAYKIDIZ ,PLAYKIDIZ ,086138803799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138803546,,3201,2-PK Light up Foam Finger Rockets,2-PK Light up Foam Finger Rockets,2-PK Light up Foam Finger Rockets,2-PK Light up Foam Finger Rockets,Others,Games & Puzzles,Card & Travel Games,PLAYKIDIZ ,PLAYKIDIZ ,086138803546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700691,,3084,HOOLA HOOPS,HOOLA HOOPS,HOOLA HOOPS,HOOLA HOOPS,Others,Outdoor Play,Sports & Active Play,PLAYKIDIZ ,PLAYKIDIZ ,786138700691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138701681,,PK-3107,48 PC.SIDEWALK CHALK,48 PC.SIDEWALK CHALK,48 PC.SIDEWALK CHALK,48 PC.SIDEWALK CHALK,Others,Outdoor Play,Water & Summer Fun,PLAYKIDIZ ,PLAYKIDIZ ,786138701681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138803768,,3211,BOW & ARROW,BOW & ARROW,BOW & ARROW,BOW & ARROW,Others,Outdoor Play,Sports & Active Play,PLAYKIDIZ ,PLAYKIDIZ ,086138803768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138705979,,3399,Kiddie Chair Yellow,Kiddie Chair Yellow,Kiddie Chair Yellow,Kiddie Chair Yellow,Others,Outdoor Play,Outdoor Gear,PLAYKIDIZ ,PLAYKIDIZ ,786138705979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138705986,,3400,Kiddie Table Red,Kiddie Table Red,Kiddie Table Red,Kiddie Table Red,Others,Outdoor Play,Outdoor Gear,PLAYKIDIZ ,PLAYKIDIZ ,786138705986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138804093,,3055,BEACH SAND SET PINK,BEACH SAND SET PINK,BEACH SAND SET PINK,BEACH SAND SET PINK,Others,Outdoor Play,Water & Summer Fun,PLAYKIDIZ ,PLAYKIDIZ ,086138804093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138701643,,playkidiz 3212,skip ball flashing,skip ball flashing,skip ball flashing,skip ball flashing,Others,Outdoor Play,Sports & Active Play,PLAYKIDIZ ,PLAYKIDIZ ,786138701643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138705955,,3397,Kiddie Chair Green,Kiddie Chair Green,Kiddie Chair Green,Kiddie Chair Green,Others,Outdoor Play,Outdoor Gear,PLAYKIDIZ ,PLAYKIDIZ ,786138705955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138803156,,3129-G,New Bounce Bucket Swing Dark Green,New Bounce Bucket Swing Dark Green,New Bounce Bucket Swing Dark Green,New Bounce Bucket Swing Dark Green,Others,Outdoor Play,Ride-On & Bikes,PLAYKIDIZ ,PLAYKIDIZ ,786138803156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700363,,3072,COZY RIDE,COZY RIDE,COZY RIDE,COZY RIDE,Others,Outdoor Play,Ride-On & Bikes,PLAYKIDIZ ,PLAYKIDIZ ,786138700363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700707,,3085,HOOLA HOOPS,HOOLA HOOPS,HOOLA HOOPS,HOOLA HOOPS,Others,Outdoor Play,Sports & Active Play,PLAYKIDIZ ,PLAYKIDIZ ,786138700707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138703210,,FY-8603,TRAMPOSHOTS,TRAMPOSHOTS,TRAMPOSHOTS,TRAMPOSHOTS,Others,Outdoor Play,Sports & Active Play,PLAYKIDIZ ,PLAYKIDIZ ,786138703210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138705993,,3401,Kiddie Folding Slide,Kiddie Folding Slide,Kiddie Folding Slide,Kiddie Folding Slide,Others,Outdoor Play,Ride-On & Bikes,PLAYKIDIZ ,PLAYKIDIZ ,786138705993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700721,,3087,HOOLA HOOPS,HOOLA HOOPS,HOOLA HOOPS,HOOLA HOOPS,Others,Outdoor Play,Sports & Active Play,PLAYKIDIZ ,PLAYKIDIZ ,786138700721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
