UPC Code,Name(En),Built URL,Resolved URL,Status
4001702025007,RAM 2500 Pickup Truck,https://brudertoyshop.com/products/2500-ram-2500-pickup-truck-bruder,https://brudertoyshop.com/products/bruder-01054-50th-anniversary-limited-edition-man-tga-crane-truck,search
4001702027650,MAN Tip up truck,https://brudertoyshop.com/products/2765-man-tip-up-truck-bruder,https://brudertoyshop.com/products/bruder-01054-50th-anniversary-limited-edition-man-tga-crane-truck,search
4001702028213,Mack Granite Fire Engine Truck w/ Water Pump,https://brudertoyshop.com/products/2821-mack-granite-fire-engine-truck-w-water-pump-bruder,https://brudertoyshop.com/products/bruder-01054-50th-anniversary-limited-edition-man-tga-crane-truck,search
4001702622503,Bworld UPS Store,https://brudertoyshop.com/products/62250-bworld-ups-store-bruder,https://brudertoyshop.com/products/62250-bworld-ups-store-bruder,ok
4001702024444,Bruder Cat Track-Type Tractor,https://brudertoyshop.com/products/2444-bruder-cat-track-type-tractor-bruder,https://brudertoyshop.com/products/bruder-01054-50th-anniversary-limited-edition-man-tga-crane-truck,search
4001702025021,RAM 2500 Power Wagon w Scrambler Ducati Desert Sied,https://brudertoyshop.com/products/2502-ram-2500-power-wagon-w-scrambler-ducati-desert-sied-bruder,https://brudertoyshop.com/products/bruder-01054-50th-anniversary-limited-edition-man-tga-crane-truck,search
4001702027698,MAN Timber truck with loading crane and 3 trunks,https://brudertoyshop.com/products/2769-man-timber-truck-with-loading-crane-and-3-trunks-bruder,https://brudertoyshop.com/products/bruder-01054-50th-anniversary-limited-edition-man-tga-crane-truck,search
4001702028244,MACK Granite Timber Truck,https://brudertoyshop.com/products/2824-mack-granite-timber-truck-bruder,https://brudertoyshop.com/products/bruder-01054-50th-anniversary-limited-edition-man-tga-crane-truck,search
4001702037635,MAN TGS Rear Loading Garbage Truck green,https://brudertoyshop.com/products/3763-man-tgs-rear-loading-garbage-truck-green-bruder,https://brudertoyshop.com/products/bruder-01054-50th-anniversary-limited-edition-man-tga-crane-truck,search
4001702024307,Liebherr Articulated Road Loader L 574,https://brudertoyshop.com/products/2430-liebherr-articulated-road-loader-l-574-bruder,https://brudertoyshop.com/products/bruder-01054-50th-anniversary-limited-edition-man-tga-crane-truck,search
4001702027506,Bruder MAN TGA Tow Truck With Cross Country Vehicle,https://brudertoyshop.com/products/2750-bruder-man-tga-tow-truck-with-cross-country-vehicle-bruder,https://brudertoyshop.com/products/bruder-01054-50th-anniversary-limited-edition-man-tga-crane-truck,search
4001702028145,Granite Cement Mixer,https://brudertoyshop.com/products/2814-granite-cement-mixer-bruder,https://brudertoyshop.com/products/bruder-01054-50th-anniversary-limited-edition-man-tga-crane-truck,search
4001702024536,CAT Large Track Type Tractor,https://brudertoyshop.com/products/2453-cat-large-track-type-tractor-bruder,https://brudertoyshop.com/products/2453-cat-large-track-type-tractor-bruder,ok
4001702025120,JCB Teletruk with pallet,https://brudertoyshop.com/products/2512-jcb-teletruk-with-pallet-bruder,https://brudertoyshop.com/products/2512-jcb-teletruk-with-pallet-bruder,ok
4001702600204,Construction worker with accessories,https://brudertoyshop.com/products/-construction-worker-with-accessories-bruder,https://brudertoyshop.com/products/bruder-01054-50th-anniversary-limited-edition-man-tga-crane-truck,search
